word,score
irritations,-3
isolate,-2
isolated,-2
isolates,-2
isolating,-2
isolation,-2
isolationism,-2
isolationist,-2
isolator,-2
isolators,-2
jaded,-3
jealous,-3
jealousies,-3
jealously,-3
jealousy,-3
jerk,-3
jerked,-1
jerks,-3
joke,2
joked,2
joker,2
jokers,2
jokes,2
jokey,2
joking,3
jollier,3
jolliest,3
jollify,3
jollily,3
jollity,3
jolly,3
joy,3
joyed,3
joyful,3
joyfully,3
joyfulness,3
joyless,3
joylessness,3
joyous,3
joyously,3
joyousness,3
joyride,3
joyrider,3
joyriders,3
joyriding,3
joys,3
joystick,3
joysticks,3
keen,1
keener,1
keenest,1
keening,1
keenly,1
keenness,1
kidding,1
kill,-3
killed,-4
killer,-2
killing,-2
kind,2
kindly,2
kindness,2
kindnesses,2
kiss,3
kissed,3
kisser,3
kisses,3
kissing,3
lame,-3
lamed,-3
lamely,-3
lameness,-3
lament,-3
lamentable,-3
lamentably,-3
lamentation,-3
lamentations,-3
lamented,-3
lamenter,-3
lamenting,-3
laments,-3
lamest,-3
laugh,2
laughable,2
laughably,2
laughed,2
laugher,2
laughing,2
laughingly,2
laughs,2
laughter,2
lazier,-2
laziest,-2
lazy,-2
liabilities,-3
liability,-3
liar,-3
liars,-3
lied,-3
lies,-3
likeability,3
likeable,3
liked,3
likes,3
liking,3
livelier,2
liveliest,2
livelihood,2
livelihoods,2
liveliness,2
lively,2
lone,-2
lonelier,-2
loneliest,-2
loneliness,-2
lonely,-2
loner,-2
loners,-2
lonesome,-2
lonesomeness,-2
longing,-3
longingly,-3
longings,-3
lose,-2
loser,-3
losers,-3
loses,-2
losing,-3
loss,-3
losses,-3
lost,-1
louse,-3
lousiest,-3
lousily,-3
lousy,-3
love,4
loved,4
lovely,3
lover,4
lovers,4
loves,3
loving,4
low,-2
lower,-2
lowercase,-2
lowered,-2
lowering,-2
lowers,-2
lowest,-2
lowing,-2
lowish,-2
lowkey,-2
lowland,-2
lowlanders,-2
lowlands,-2
lowlier,-2
lowliest,-2
lowly,-2
lowlying,-2
lowness,-2
lowpitched,-2
lows,-2
lowspirited,-2
loyal,2
loyalist,2
loyalists,2
loyally,2
loyalties,2
loyalty,2
luck,3
luckier,3
luckiest,3
luckily,3
luckless,-3
lucky,2
ludicrous,-3
ludicrously,-3
ludicrousness,-3
lying,-4
mad,-2
maddening,-3
madder,-3
maddest,-3
madly,2
magnification,4
magnifications,4
magnificence,4
magnificent,4
magnificently,4
maniac,-3
maniacal,-3
maniacally,-3
maniacs,-3
masochism,-3
masochist,-3
masochistic,-3
masochistically,-3
masochists,-3
mate,2
melancholia,-4
melancholic,-4
melancholies,-4
melancholy,-4
merit,2
merited,2
meriting,2
meritocracy,2
meritocratic,2
meritocrats,2
meritorious,2
merits,2
merrier,2
merriest,2
merrily,2
merriment,2
merry,2
merrygoround,2
merrygorounds,2
merrymaking,2
mess,-1
messy,-1
miser,-3
miserable,-3
miserably,-3
miseries,-3
miserliness,-3
miserly,-3
misers,-3
misery,-3
miss,-2
missed,-2
misses,-3
missing,-2
mistake,-2
mistaken,-2
mistakenly,-2
mistakes,-2
mistaking,-2
mock,-3
mocked,-3
mocker,-3
mockeries,-3
mockers,-3
mockery,-3
mocking,-3
mocks,-3
molest,-4
molestation,-4
molestations,-4
molested,-4
molester,-4
molesters,-4
molesting,-4
molests,-4
moodiest,-3
moodily,-3
moodiness,-3
moody,-3
moron,-3
moronic,-3
morons,-3
mourn,-3
mourned,-3
mourner,-3
mourners,-3
mournful,-3
mournfully,-3
mournfulness,-3
mourning,-3
mourns,-3
murder,-4
murdered,-4
murderer,-4
murderers,-4
murderess,-4
murdering,-4
murderous,-4
murderously,-4
murders,-4
nag,-2
nagasaki,-2
nagged,-2
nagger,-2
nagging,-2
nags,-2
nastier,-3
nastiest,-3
nastily,-3
nastiness,-3
nasturtium,-3
nasturtiums,-3
nasty,-3
neat,1
neaten,1
neatening,1
neatens,1
neater,1
neatest,1
neatly,1
neatness,1
needy,-2
neglect,-1
neglected,-1
neglectful,-1
neglecting,-1
neglects,-1
nerd,-3
nerds,-3
nervous,-3
nervously,-3
nervousness,-3
neurotic,-3
neurotically,-3
neurotics,-3
nice,2
nicely,2
niceness,2
nicer,2
nicest,2
niceties,2
nicety,2
numb,-2
numbed,-2
number,-2
numbered,-2
numbering,-2
numberings,-2
numberless,-2
numberplate,-2
numbers,-2
numbing,-2
numbingly,-2
numbly,-2
numbness,-2
numbs,-2
numbskull,-2
nurture,1
nurtured,1
nurtures,1
nurturing,1
obnoxious,-3
obnoxiously,-3
obnoxiousness,-3
obsess,-3
obsessed,-3
obsesses,-3
obsessing,-3
obsession,-3
obsessional,-3
obsessions,-3
obsessive,-3
obsessively,-3
obsessiveness,-3
offence,-2
offences,-2
offend,-3
offended,-3
offender,-3
offenders,-3
offending,-3
offends,-3
offensive,-3
offensively,-3
offensiveness,-3
offensives,-3
ok,1
okay,1
okays,1
openminded,1
openmindedness,1
openness,1
opportune,1
opportunely,1
opportunism,1
opportunist,1
opportunistic,1
opportunistically,1
opportunists,1
opportunities,1
opportunity,1
optimal,1
optimality,1
optimally,1
optimisation,1
optimisations,1
optimise,1
optimised,1
optimiser,1
optimisers,1
optimises,1
optimising,1
optimism,1
optimist,1
optimistic,1
optimistically,1
optimists,1
original,1
outgoing,1
outrage,-3
outraged,-3
outrageous,-3
outrageously,-3
outrages,-3
outraging,-3
overwhelm,-3
overwhelmed,-3
overwhelming,-3
overwhelmingly,-3
overwhelms,-3
pain,-4
pained,-2
painful,-4
painfully,-4
painfulness,-4
paining,-4
painless,2
painlessly,2
pains,-4
palatable,2
panic,-3
panicked,-3
panicking,-3
panicky,-3
panics,-3
panicstricken,-3
paradise,4
paranoia,-3
paranoiac,-3
paranoiacs,-3
paranoid,-3
parties,1
party,1
passion,3
passionate,3
passionately,3
passionateness,3
passionless,3
passions,3
pathetic,-3
pathetically,-3
peace,1
peaceable,1
peaceably,1
peaceful,1
peacefully,1
peacefulness,1
peacekeepers,1
peacekeeping,1
peacemaker,1
peacemakers,1
peacemaking,1
peacetime,1
peculiar,-1
peculiarities,-1
peculiarity,-1
peculiarly,-1
perfect,2
perfected,2
perfectibility,2
perfecting,2
perfection,2
perfectionism,2
perfectionist,2
perfectionists,2
perfections,2
perfectly,2
perfects,2
perverse,-2
perversely,-2
perverseness,-2
perversion,-2
perversions,-2
perversity,-2
pervert,-2
perverted,-2
perverting,-2
perverts,-2
pessimism,-3
pessimist,-3
pessimistic,-3
pessimistically,-3
pessimists,-3
petrification,-4
petrified,-4
petrifies,-4
petrify,-4
petrifying,-4
pettier,-1
pettiest,-1
petty,-1
phobia,-3
phobias,-3
phobic,-3
pitiable,-3
pitiably,-3
pitied,-3
pities,-3
pitiful,-3
pitifully,-3
pitiless,-3
pitilessly,-3
play,1
played,1
playful,2
playfully,2
playfulness,2
playing,2
plays,2
pleasant,3
pleasanter,3
pleasantest,3
pleasantly,3
pleasantness,3
pleasantries,3
pleasantry,3
please,2
pleased,2
pleases,2
pleasing,3
pleasurable,3
pleasurably,3
pleasure,3
pleasures,3
poison,-3
poisoned,-3
poisoner,-3
poisoning,-3
poisonings,-3
poisonous,-3
poisons,-3
poor,-2
popular,3
popularisation,3
popularisations,3
popularise,3
popularised,3
popularising,3
popularity,3
popularly,3
positive,3
positively,3
positiveness,3
positives,3
positivism,3
positivist,3
positivists,3
positivity,3
praise,3
praised,3
praises,3
praiseworthy,3
praising,3
precious,3
preciously,3
preciousness,3
prejudice,-3
prejudiced,-3
prejudices,-3
prejudicial,-3
prejudicing,-3
pressure,-2
pressurecooking,-2
pressured,-2
pressures,-2
pressuring,-2
pressurise,-2
pressurised,-2
pressurises,-2
pressurising,-2
prettier,3
prettiest,3
pretty,3
prick,-3
pricked,-3
pricking,-3
prickle,-3
prickled,-3
prickles,-3
pricklier,-3
prickliest,-3
prickliness,-3
prickling,-3
prickly,-3
pricks,-3
pride,2
privilege,2
privileged,2
privileges,2
privileging,2
prize,3
prized,3
prizer,3
prizes,3
prizewinner,3
problem,-2
problematic,-2
problematical,-2
problematically,-2
problems,-2
profit,3
profitability,3
profitable,3
profitably,3
profited,3
profiteering,3
profiteers,3
profiteroles,3
profiting,3
profitless,3
profits,3
profittaking,3
promiscuity,2
promiscuous,2
promiscuously,2
promise,2
promised,2
promises,2
promising,2
promisingly,2
promissory,2
protest,-2
protested,-2
protesting,-2
proud,2
prouder,2
proudest,2
proudly,2
puke,-3
puking,-3
punish,-2
punishable,-2
punished,-2
punishes,-2
punishing,-2
punishment,-2
punishments,-2
radian,3
radiance,3
radiancy,3
radians,3
radiant,3
radiantly,3
rage,-4
raged,-4
rages,-4
raging,-4
rancid,-3
rape,-4
raped,-4
rapes,-4
rapeseed,-4
raping,-4
rapist,-4
rapists,-4
rat,-2
readiness,1
ready,1
reassurance,2
reassurances,2
reassure,2
reassured,2
reassures,2
reassuring,2
reassuringly,2
rebel,-2
rebelled,-2
rebelling,-2
rebellion,-2
rebellions,-2
rebellious,-2
rebelliously,-2
rebelliousness,-2
rebels,-2
reek,-3
reeked,-3
reeking,-3
reeks,-3
regret,-2
regretful,-2
regretfully,-2
regrets,-2
regrettable,-2
regrettably,-2
regretted,-2
regretting,-2
reject,-2
rejected,-2
rejecting,-2
rejection,-2
rejections,-2
rejects,-2
relax,3
relaxant,3
relaxants,3
relaxation,3
relaxations,3
relaxed,3
relaxes,3
relaxing,3
relaxingly,3
relief,2
relieve,2
relieved,2
relieves,2
relieving,2
reluctance,-2
reluctant,-2
reluctantly,-2
remorse,-3
remorseful,-3
remorsefully,-3
remorseless,-3
remorselessly,-3
repress,-2
repressed,-2
represses,-2
repressing,-2
repression,-2
repressions,-2
repressive,-2
repressively,-2
resent,-3
resented,-3
resentful,-3
resentfully,-3
resenting,-3
resentment,-3
resentments,-3
resents,-3
resign,-2
resignal,-2
resignation,-2
resignations,-2
resigned,-2
resignedly,-2
resigning,-2
resigns,-2
resolvability,2
resolvable,2
resolve,2
resolved,2
resolvent,2
resolver,2
resolvers,2
resolves,2
resolving,2
restless,-2
restlessly,-2
restlessness,-2
revenge,-2
revenged,-2
revengeful,-2
revenges,-2
reward,2
rewarded,2
rewarding,2
rewards,2
rich,1
richer,1
riches,1
richest,1
richly,1
richness,1
ridicule,-2
ridiculed,-2
ridicules,-2
ridiculing,-2
ridiculous,-2
ridiculously,-2
ridiculousness,-2
rigid,-2
rigidifies,-2
rigidify,-2
rigidities,-2
rigidity,-2
rigidly,-2
risk,-2
risked,-2
riskier,-2
riskiest,-2
riskiness,-2
risking,-2
risks,-2
risky,-2
rock,2
romance,4
romanced,4
romancer,4
romances,4
romancing,4
romantic,4
romantically,4
romanticised,4
romanticises,4
romanticising,4
romanticism,4
romantics,4
rotten,-3
rude,-3
rudely,-3
rudeness,-3
ruder,-3
rudest,-3
ruin,-2
ruination,-2
ruinations,-2
ruined,-2
ruiner,-2
ruining,-2
ruinous,-2
ruinously,-2
ruins,-2
sad,-4
sadden,-4
saddened,-4
saddening,-4
saddens,-4
sadder,-4
saddest,-4
sadly,-2
sadness,-4
safe,2
safeguard,2
safeguarded,2
safeguarding,2
safeguards,2
safely,2
safeness,2
safer,2
safes,2
safest,2
safeties,2
safety,2
sarcasm,-3
sarcasms,-3
sarcastic,-3
sarcastically,-3
satisfaction,2
satisfactions,2
satisfactorily,2
satisfactory,2
satisfiable,2
satisfied,2
satisfies,2
satisfy,2
satisfying,2
satisfyingly,2
savage,-3
savaged,-3
savagely,-3
savagery,-3
savages,-3
save,2
scare,-4
scarecrow,-4
scarecrows,-4
scared,-4
scaremonger,-4
scaremongering,-4
scares,-4
scariest,-4
scaring,-4
scary,-4
sceptic,-2
sceptical,-2
sceptically,-2
scepticism,-2
sceptics,-2
scream,-4
screamed,-4
screamer,-4
screamers,-4
screaming,-4
screamingly,-4
screams,-4
screw,-3
screwdriver,-3
screwdrivers,-3
screwed,-3
screwing,-3
screws,-3
screwy,-3
scum,-3
secure,2
secured,2
securely,2
securer,2
secures,2
securest,2
securing,2
securities,2
security,2
selfish,-4
selfishly,-4
selfishness,-4
sentimental,3
sentimentalised,3
sentimentalism,3
sentimentalist,3
sentimentality,3
sentimentally,3
serious,-2
seriously,-1
seriousness,-2
severe,-2
severed,-2
severely,-2
severer,-2
severest,-2
sexy,3
shake,-2
shakeable,-2
shakedown,-2
shaken,-2
shaker,-2
shakers,-2
shakes,-2
shakeup,-2
shakeups,-2
shakier,-2
shakiest,-2
shakily,-2
shaking,-2
shaky,-2
shame,-3
shamed,-3
shamefaced,-3
shamefacedly,-3
shameful,-3
shamefully,-3
shameless,-3
shamelessly,-3
shamelessness,-3
shames,-3
share,1
shared,1
shares,1
sharing,1
shock,-3
shocked,-3
shocker,-3
shockers,-3
shocking,-3
shockingly,-3
shocks,-3
shook,-2
shy,-3
shyer,-3
shyest,-3
shying,-3
shyly,-3
shyness,-3
sick,-3
sicken,-4
sickened,-4
sickening,-4
sickeningly,-4
sickens,-4
sillier,2
silliest,2
silliness,2
silly,2
sin,-2
sincere,1
sincerely,1
sincerest,1
sincerity,1
sinister,-4
sins,-3
skeptic,-2
slut,-3
sluts,-3
smart,2
smarted,2
smarten,2
smartened,2
smartening,2
smarter,2
smartest,2
smarting,2
smartly,2
smartness,2
smarts,2
smile,3
smiled,3
smiler,3
smilers,3
smiles,3
smiling,3
smilingly,3
smother,-2
smothered,-2
smothering,-2
smothers,-2
smug,-2
smuggle,-2
smuggled,-2
smuggler,-2
smugglers,-2
smuggles,-2
smuggling,-2
smugly,-2
smugness,-2
sneak,-2
sneaked,-2
sneakers,-2
sneakier,-2
sneakiest,-2
sneakily,-2
sneaking,-2
sneaks,-2
sneaky,-2
snob,-3
snobbery,-3
snobbish,-3
snobbishly,-3
snobbishness,-3
snobs,-3
sob,-4
sobbed,-4
sobbing,-4
sobs,-4
sociability,2
sociable,2
sociably,2
solemn,-3
solemnities,-3
solemnity,-3
solemnly,-3
sorrow,-3
sorrowed,-3
sorrowful,-3
sorrowfully,-3
sorrowing,-3
sorrows,-3
sorry,-2
spam,-2
special,2
spite,-4
spiteful,-4
spitefully,-4
splendid,3
splendidly,3
splendour,3
splendours,3
squirm,-3
squirmed,-3
squirming,-3
squirms,-3
stammer,-2
stammered,-2
stammering,-2
stammers,-2
stank,-3
startle,-2
startled,-2
startles,-2
startling,-2
startlingly,-2
steal,-3
stealer,-3
stealers,-3
stealing,-3
steals,-3
stealth,-3
stealthier,-3
stealthiest,-3
stealthily,-3
stealthy,-3
stench,-3
stenches,-3
stink,-3
stinker,-3
stinkers,-3
stinking,-3
stinks,-3
stinky,-3
strain,-2
strained,-2
strainer,-2
strainers,-2
straining,-2
strains,-2
strange,-1
strength,1
strengthen,1
strengthened,1
strengthening,1
strengthens,1
strengths,1
stress,-2
stressed,-2
stresses,-2
stressful,-2
stressfulness,-2
stressing,-2
strong,1
stronger,1
strongest,1
stronghold,1
strongholds,1
strongish,1
strongly,1
strongman,1
strongmen,1
strongminded,1
strongroom,1
struggle,-2
struggled,-2
struggles,-2
struggling,-2
stubborn,-3
stubbornly,-3
stubbornness,-3
stunned,-2
stuns,-2
stupid,-2
stupider,-2
stupidest,-2
stupidities,-2
stupidity,-2
stupidly,-2
stutter,-2
stuttered,-2
stuttering,-2
stutters,-2
submissive,-2
submissively,-2
submissiveness,-2
succeed,3
succeeded,3
succeeding,3
succeeds,3
success,3
successes,3
successful,3
successfully,3
succession,3
successions,3
successive,3
successively,3
successor,3
successors,3
suck,-2
sucked,-2
sucker,-2
suckers,-2
sucks,-2
suffer,-4
suffered,-4
sufferer,-4
sufferers,-4
suffering,-4
suffers,-4
sunnier,2
sunniest,2
sunny,2
sunshine,2
sup,2
super,3
superior,3
superiority,3
superiors,3
support,2
supported,2
supporter,2
supporters,2
supporting,2
supportive,2
supports,2
supremacist,3
supremacy,3
supremal,3
supreme,3
supremely,3
supremo,3
sure,1
surefooted,1
surely,1
sureness,1
surer,1
surest,1
sureties,1
surety,1
surprise,1
surprised,1
surprises,1
surprising,1
surprisingly,1
suspicion,-2
suspicions,-2
suspicious,-2
suspiciously,-2
sweet,2
sweetheart,3
sweethearts,3
sweetie,3
sweetly,2
sweetness,3
sweets,2
talent,2
talented,2
talentless,2
talents,2
tantrum,-3
tantrums,-3
tears,-4
teas,-3
tease,-3
teased,-3
teaser,-3
teasers,-3
teases,-3
teashop,-3
teashops,-3
teasing,-3
teasingly,-3
teaspoon,-3
teaspoonful,-3
teaspoonfuls,-3
teaspoons,-3
temper,-3
tempers,-1
tender,3
tendered,3
tenderer,3
tenderest,3
tendering,3
tenderly,3
tenderness,3
tenders,3
tense,-3
tensed,-3
tensely,-3
tenseness,-3
tenser,-3
tenses,-3
tensest,-3
tensing,-3
tension,-3
tensional,-3
tensioned,-3
tensions,-3
terrible,-4
terribly,-4
terrific,4
terrifically,4
terrified,-4
terrifies,-4
terrify,-4
terrifying,-4
terror,-3
terrorise,-3
terrorised,-3
terrorising,-3
terrorism,-3
terrorist,-3
terrorists,-3
terrors,-3
terrorstricken,-3
thank,2
thanked,1
thankful,2
thankfully,2
thankfulness,2
thanks,2
thief,-2
thieve,-2
thieved,-2
thievery,-2
thieves,-2
thirsty,-2
thoughtful,2
thoughtfully,2
thoughtfulness,2
threat,-3
threaten,-3
threatened,-3
threatening,-3
threateningly,-3
threatens,-3
threats,-3
thrill,4
thrilled,4
thriller,4
thrillers,4
thrilling,4
thrillingly,4
thrills,4
ticked,-1
timid,-2
timidity,-2
timidly,-2
tolerance,2
tolerances,2
tolerant,2
tolerantly,2
torture,-4
tortured,-4
torturer,-4
torturers,-4
tortures,-4
torturing,-4
torturous,-4
tough,-2
toughen,-2
toughened,-2
toughens,-2
tougher,-2
toughest,-2
toughie,-2
toughies,-2
toughly,-2
toughness,-2
toughs,-2
tragedian,-3
tragedians,-3
tragedies,-3
tragedy,-3
tranquil,2
tranquillise,2
tranquillised,2
tranquilliser,2
tranquillisers,2
tranquillity,2
tranquilly,2
trauma,-4
traumas,-4
traumata,-4
traumatic,-4
traumatise,-4
traumatised,-4
treasure,2
treasured,2
treasurer,2
treasurers,2
treasurership,2
treasures,2
treasuries,2
treasuring,2
treasury,2
treat,2
tremble,-3
trembled,-3
trembler,-3
trembles,-3
trembling,-3
tremblingly,-3
tremblings,-3
trick,-2
tricked,-2
trickery,-2
trickier,-2
trickiest,-2
trickily,-2
tricking,-2
trickle,-2
trickled,-2
trickles,-2
trickling,-2
tricks,-2
trickster,-2
tricksters,-2
tricky,-2
trite,-3
triumph,3
triumphal,3
triumphalism,3
triumphalist,3
triumphant,3
triumphantly,3
triumphed,3
triumphing,3
triumphs,3
trivia,-2
trivial,-2
trivialisation,-2
trivialisations,-2
trivialise,-2
trivialised,-2
trivialises,-2
trivialising,-2
trivialities,-2
triviality,-2
trivially,-2
trouble,-1
troubled,-1
troublemaker,-1
troublemakers,-1
troubles,-1
troubleshooter,-1
troubleshooters,-1
troubleshooting,-1
troublesome,-1
troublesomeness,-1
troubling,-1
truer,2
truest,2
truly,2
trust,2
trusted,2
trustee,2
trustees,2
trusteeship,2
trustful,2
trustfully,2
trustfulness,2
trusties,2
trusting,2
trustingly,2
trusts,2
trustworthiness,2
trustworthy,2
trusty,2
truth,2
truthful,2
truthfully,2
truthfulness,2
truths,2
turmoil,-3
uglier,-3
ugliest,-3
uglification,-3
ugliness,-3
ugly,-3
unattractive,-3
uncertain,-1
uncertainly,-1
uncertainties,-1
uncertainty,-1
uncomfortable,-3
uncomfortableness,-3
uncomfortably,-3
uncontrollable,-2
uncontrollably,-2
uncontrolled,-2
unease,-2
uneasier,-2
uneasiest,-2
uneasily,-2
uneasiness,-2
uneasy,-2
unfortunate,-2
unfortunately,-2
unfortunates,-2
unfriendly,-3
ungrateful,-3
ungratefully,-3
unhappier,-3
unhappiest,-3
unhappily,-3
unhappiness,-3
unhappy,-3
unimportant,-2
unimpressed,-2
unimpressive,-2
unkind,-3
unlovable,-3
unloved,-3
unlovely,-3
unloving,-3
unpleasant,-3
unprotected,-3
unsavory,-3
unsavoury,-3
unsuccessful,-3
unsuccessfully,-3
unsure,-1
unsureness,-1
unwelcome,-3
unwelcoming,-3
upset,-3
upsets,-3
upsetting,-3
useful,2
usefully,2
usefulness,2
vain,-3
valuable,2
valuables,2
value,2
valued,2
values,2
valuing,2
vanity,-2
vicious,-4
viciously,-4
viciousness,-4
victim,-3
victimisation,-3
victimise,-3
victimised,-3
victimises,-3
victimising,-3
victimless,-3
victims,-3
vigorous,1
vigorously,1
vigour,1
vile,-4
villain,-3
villainous,-3
villains,-3
villainy,-3
violate,-4
violated,-4
violates,-4
violating,-4
violation,-4
violations,-4
violator,-4
violators,-4
violent,-3
violently,-3
virtue,3
virtues,3
virtuosi,3
virtuosic,3
virtuosity,3
virtuoso,3
virtuous,3
virtuously,3
vital,1
vitalise,1
vitality,1
vitally,1
vitals,1
vulnerabilities,-3
vulnerability,-3
vulnerable,-3
vulture,-3
vultures,-3
war,-3
warfare,-3
warm,1
warmblooded,1
warmed,1
warmer,1
warmers,1
warmest,1
warmhearted,1
warmheartedness,1
warming,1
warmish,1
warmly,1
warmness,1
warmonger,1
warms,1
warmth,1
warmup,1
warred,-3
warring,-3
wars,-3
weak,-2
weaken,-2
weakened,-2
weakening,-2
weakens,-2
weaker,-2
weakest,-2
weakish,-2
weakkneed,-2
weakling,-2
weaklings,-2
weakly,-2
weakminded,-2
weakness,-2
weaknesses,-2
wealth,1
wealthier,1
wealthiest,1
wealthy,1
weapon,-1
weaponry,-1
weapons,-1
weep,-3
weeper,-3
weeping,-3
weepings,-3
weeps,-3
weepy,-3
weird,-2
weirder,-2
weirdest,-2
weirdly,-2
weirdness,-2
weirdo,-2
welcome,2
welcomed,2
welcomer,2
welcomes,2
welcoming,2
well,2
welladjusted,2
wellbalanced,2
wellbehaved,2
wellbeing,2
wellbeloved,2
wellborn,2
wellbred,2
wellbuilt,2
wellchosen,2
wellconnected,2
welldefined,2
welldeserved,2
welldesigned,2
welldeveloped,2
welldisposed,2
welldressed,2
wellearned,2
welled,2
welleducated,2
wellendowed,2
wellequipped,2
wellestablished,2
wellfed,2
wellformed,2
wellfounded,2
wellgrounded,2
wellhead,2
wellinformed,2
welling,2
wellington,2
wellingtons,2
wellintentioned,2
wellkept,2
wellknown,2
wellliked,2
wellloved,2
wellmade,2
wellmannered,2
wellmarked,2
wellmatched,2
wellmeaning,2
wellmeant,2
welloff,2
wellordered,2
wellorganised,2
wellpaid,2
wellplaced,2
wellprepared,2
wellpreserved,2
wellread,2
wellreceived,2
wellrounded,2
wells,2
wellspoken,2
wellstructured,2
wellsupported,2
welltaken,2
wellthoughtout,2
welltimed,2
welltodo,2
welltried,2
wellused,2
wellwisher,2
wellwishers,2
wellworn,2
welly,2
wept,-4
whine,-3
whined,-3
whines,-3
whining,-3
whore,-3
whorehouse,-3
whores,-3
wicked,3
wickedness,-3
wimp,-3
wimple,-3
wimpy,-3
win,1
winnable,1
winner,1
winners,1
winning,1
winningly,1
winnings,1
winnow,1
winnowing,1
wins,1
wisdom,1
wise,1
wisecracks,1
wiseguys,1
wisely,1
wiser,1
wisest,1
witch,-1
woe,-2
woebegone,-2
woeful,-2
woefully,-2
woes,-2
won,1
wonderful,3
wonderfully,3
wonderfulness,3
worried,-4
worriedly,-4
worrier,-4
worriers,-4
worries,-4
worrisome,-4
worry,-4
worrying,-4
worryingly,-4
worse,-3
worsen,-3
worsened,-3
worsening,-3
worsens,-3
worser,-3
worship,2
worshipful,2
worshipped,2
worshipper,2
worshippers,2
worshipping,2
worships,2
worst,-3
worthwhile,2
wow,3
wowed,3
wows,3
wrong,-2
wrongdoer,-2
wrongdoers,-2
wrongdoing,-2
wrongdoings,-2
wronged,-2
wronger,-2
wrongest,-2
wrongful,-2
wrongfully,-2
wronging,-2
wrongly,-2
wrongness,-2
wrongs,-2
x,2
xx,2
xxx,2
xxxx,2
xxxxx,2
xxxxxx,2
yearn,-2
yearned,-2
yearning,-2
yearningly,-2
yearnings,-2
yearns,-2
ending,-3
alol,2
bff,2
bg,2
cid,-4
fud,-2
g,2
gal,-1
gmbo,2
h8,-4
hhis,-3
jk,2
lmao,3
lol,2
luv,2
shid,-2
rofl,3
darkqoutes,-2
ptsd,-4
suicide,-4
bipolar,-4
bpd,-4
selfharm,-4
heartbroken,-4
death,-4
ocd,-4
sadquotes,-3
chronicpain,-4
adhd,-4
chronicillness,-4
fibromyalgia,-4
brokenheart,-4
anxiety,-4
depressionquotes,-4
bpd,-4
mentalillness,-4
borderlinepersonalitydisorder,-4
anorexia,-4
depressionhelp,-4
depressionen,-4
depressionisreal,-4
depressionhurts,-4
mentalhealth,
anxietydepression,
depressionanxiety,-4
alzheimers,-4
mdd,-4
dysthymia,-4
postpartum,-4
pmdd,-4
seasonalffectiveisorder,-4
subsyndromal,-4
pdd,-4
pms,-4
premenstrualdysphoricdisorder,-4
disruptivemooddysregulationdisorder,-4
ppd,-4
postpartumdepression,-4
perinataldisorder,-4
substanceinducedmooddisorder,-4
psychoticdisorders,-4
schizophrenia,-4
substanceabusedisorder,-4
autism,-4
pyromania,-4
insomnia,-3
hypersomnolence,-4
parasomnias ,-4
dysthymia,-4
delirium,-4
hallucinations,-4
trichotillomania,-4
obsessivecompulsivedisorder,-4
hoardingdisorder,-4
excoriation ,-4
excoriationdisorder,-4
avoidantpersonalitydisorder,-4
agoraphobia,-4
disorder,-3
antisocial,-4
asperger,-4
atelophobia,-4
autophagia,-4
bibliomania,-4
borderline,-3
capgras,-4
claustrophobia,-4
derealization,-4
dermatillomania,-4
desynchronosis,-4
diogenes ,-4
dyslexia,-4
dyscalculia,-4
narcolepsy,-4
epilepsy,-4
encopresis,-4
erotomania,-4
ganser,-3
huntington's,-4
hypomanic,-4
hypochondriasis,-4
hysteria,-4
korsakoff's,-3
amnesia,-4
neurocysticercosis,-4
ocpd,-4
oneirophrenia,-4
ondine's ,-4
orthorexia,-4
tourettes,-4
syndrome,-3
schizoaffective,-4
"
schizoid ",-3
schizophreniform,-3
somatization,-3
somatoform,-3
pyromania,-3
parasomnia,-3
parkinson's,-3
partialism,-3
psychosis,-3
hahaha,3
haha,3
hahahaha,3
